PDB ID,Source(s),Equivalence Class(es),EC size
4M30,"RNA3DB","C|NR_all_52425.2|1, D|NR_all_52425.2|1"
4M4O,"RNA3DB","B|NR_all_52315.1|1"
4M59,"RNA3DB","C|NR_all_55785.1|1, D|NR_all_27182.1|1"
4M6D,"RNA3DB","B|NR_all_22632.1|1, D|NR_all_22632.1|1, F|NR_all_22632.1|1, H|NR_all_22632.1|1, J|NR_all_22632.1|1, L|NR_all_22632.1|1"
4M7A,"RNA3DB","O|NR_all_17764.1|1, P|NR_all_17764.1|1"
4M7D,"RNA3DB","O|NR_all_42085.1|1, P|NR_all_42085.1|1"
4MCE,"RNA3DB","A|NR_all_69766.1|2, B|NR_all_69766.1|2, C|NR_all_69766.1|2, D|NR_all_69766.1|2"
4MCF,"RNA3DB","A|NR_all_69766.1|4, B|NR_all_69766.1|4, C|NR_all_69766.1|4, D|NR_all_69766.1|4, E|NR_all_69766.1|2, F|NR_all_69766.1|2, G|NR_all_69766.1|2, H|NR_all_69766.1|2"
4MDX,"RNA3DB","C|NR_all_80423.1|1"
4MEG,"RNA3DB","B|NR_all_35133.6|1"
4MEH,"RNA3DB","B|NR_all_35133.6|1"
4MGM,"RNA3DB","A|NR_all_31699.2|1, B|NR_all_31699.2|1"
4MGN,"RNA3DB","A|NR_all_19112.1|1, B|NR_all_31699.2|1, C|NR_all_19112.1|1, D|NR_all_31699.2|1"
4MS9,"RNA3DB","A|NR_all_71188.3|1"
4MSB,"RNA3DB","A|NR_all_71188.3|2, B|NR_all_71188.3|2, C|NR_all_71188.3|2, D|NR_all_71188.3|2, E|NR_all_71188.3|2, F|NR_all_71188.3|2"
4MSR,"RNA3DB","A|NR_all_71188.3|2, B|NR_all_71188.3|2"
4N0T,"RNA3DB","B|NR_all_60469.1|1"
4N2Q,"RNA3DB","B|NR_all_45527.1|1"
4N2S,"RNA3DB","B|NR_all_29277.1|1"
4N48,"RNA3DB","D|NR_all_98303.1|1, G|NR_all_98303.1|1"
4NDF,"RNA3DB",""
4NDG,"RNA3DB",""
4NDI,"RNA3DB",""
4NFO,"RNA3DB","A|NR_all_10487.1|1, B|NR_all_10487.1|2, C|NR_all_10487.1|2"
4NFP,"RNA3DB","A|NR_all_10487.1|1, B|NR_all_10487.1|2, C|NR_all_10487.1|2"
4NFQ,"RNA3DB","A|NR_all_10487.1|1, B|NR_all_10487.1|2, C|NR_all_10487.1|2"
4NGB,"RNA3DB","B|NR_all_47933.1|1"
4NGC,"RNA3DB","B|NR_all_35969.1|1"
4NGD,"RNA3DB","B|NR_all_47933.1|1"
4NGF,"RNA3DB","E|NR_all_06683.1|2, F|NR_all_06683.1|2, G|NR_all_06683.1|2, H|NR_all_06683.1|2"
4NGG,"RNA3DB","B|NR_all_15462.1|1"
4NH3,"RNA3DB","B|NR_all_73378.1|1"
4NH5,"RNA3DB","B|NR_all_78685.1|1"
4NH6,"RNA3DB","B|NR_all_33125.1|1"
4NHA,"RNA3DB","B|NR_all_04426.1|1"
4NIA,"RNA3DB","1|NR_all_21736.7|1, 2|NR_all_21736.7|1, 3|NR_all_21736.7|1, 4|NR_all_21736.7|1, 5|NR_all_21736.7|1, 6|NR_all_21736.7|1, 7|NR_all_21736.7|1, 8|NR_all_21736.7|1, P|NR_all_24132.3|2, Q|NR_all_24132.3|1, R|NR_all_24132.3|2, S|NR_all_24132.3|2, T|NR_all_24132.3|2, U|NR_all_24132.3|1, V|NR_all_24132.3|1, W|NR_all_24132.3|1, X|NR_all_24132.3|2, Y|NR_all_24132.3|2, Z|NR_all_24132.3|1, a|NR_all_24132.3|1, b|NR_all_24132.3|1, c|NR_all_24132.3|1, d|NR_all_24132.3|1, e|NR_all_24132.3|2, f|NR_all_51111.1|1, g|NR_all_24132.3|2, h|NR_all_24132.3|2, i|NR_all_24132.3|2, j|NR_all_51111.1|1, k|NR_all_51111.1|1, l|NR_all_51111.1|1, m|NR_all_24132.3|2, n|NR_all_24132.3|2, o|NR_all_51111.1|1, p|NR_all_51111.1|1, q|NR_all_51111.1|1, r|NR_all_51111.1|1, s|NR_all_51111.1|1, t|NR_all_21736.7|1, u|NR_all_21736.7|1, v|NR_all_21736.7|1, w|NR_all_21736.7|1, x|NR_all_21736.7|1, y|NR_all_21736.7|1, z|NR_all_21736.7|1"
4NKU,"RNA3DB","D|NR_all_48777.2|1, H|NR_all_48777.2|1"
4NL3,"RNA3DB","R|NR_all_74924.26|1, Z|NR_all_74924.26|1"
4NLF,"RNA3DB","A|NR_all_94729.10|1"
4NMG,"RNA3DB","A|NR_all_94729.10|1"
4NXH,"RNA3DB","A|NR_all_94729.10|1"
4NXM,"RNA3DB","A|NR_all_65795.80|1"
4NXN,"RNA3DB","A|NR_all_65795.80|1"
4NYA,"RNA3DB","A|NR_all_42241.3|1, B|NR_all_42241.3|1"
4NYB,"RNA3DB","A|NR_all_42241.3|1"
4NYC,"RNA3DB","A|NR_all_42241.3|1"
4NYD,"RNA3DB","A|NR_all_42241.3|1"
4NYG,"RNA3DB","A|NR_all_42241.3|1"
4O26,"RNA3DB","E|NR_all_11458.2|1, F|NR_all_11458.2|1"
4O41,"RNA3DB","A|NR_all_56235.1|2, B|NR_all_56235.1|2, C|NR_all_56235.1|2, D|NR_all_56235.1|2"
4O8J,"RNA3DB","D|NR_all_41964.1|1, E|NR_all_41964.1|1"
4O9M,"RNA3DB",""
4OAU,"RNA3DB","A|NR_all_65223.11|1"
4OAV,"RNA3DB","A|NR_all_49228.1|1, C|NR_all_16274.1|1"
4OE1,"RNA3DB","C|NR_all_55785.1|1, D|NR_all_27182.1|1"
4OHY,"RNA3DB","B|NR_all_65789.2|1"
4OHZ,"RNA3DB","B|NR_all_07579.1|1"
4OI0,"RNA3DB","B|NR_all_65789.2|1"
4OI1,"RNA3DB","B|NR_all_65789.2|1"
4OJI,"2020 RNA, RNA3DB","A|NR_all_79951.1|1"
4OL8,"RNA3DB","C|NR_all_91413.1|1, G|NR_all_91413.1|1"
4OLA,"RNA3DB","B|NR_all_42877.1|1"
4OLB,"RNA3DB","B|NR_all_42877.1|1"
4OO1,"RNA3DB","S|NR_all_91564.1|1"
4OO8,"RNA3DB","B|NR_all_46651.2|1, E|NR_all_46651.2|1"
4OOG,"RNA3DB","D|NR_all_91105.1|1"
4OQ8,"RNA3DB","B|NR_all_24132.3|2, C|NR_all_24132.3|2, D|NR_all_21736.7|1"
4OQ9,"RNA3DB","1|NR_all_21736.7|1, 2|NR_all_21736.7|1, 3|NR_all_21736.7|1, 4|NR_all_21736.7|1, 5|NR_all_21736.7|1, 6|NR_all_21736.7|1, 7|NR_all_21736.7|1, 8|NR_all_21736.7|1, P|NR_all_24132.3|2, Q|NR_all_24132.3|1, R|NR_all_24132.3|2, S|NR_all_24132.3|2, T|NR_all_24132.3|2, U|NR_all_24132.3|1, V|NR_all_24132.3|1, W|NR_all_24132.3|1, X|NR_all_24132.3|2, Y|NR_all_24132.3|2, Z|NR_all_24132.3|1, a|NR_all_24132.3|1, b|NR_all_24132.3|1, c|NR_all_24132.3|1, d|NR_all_24132.3|1, e|NR_all_24132.3|2, f|NR_all_51111.1|1, g|NR_all_24132.3|2, h|NR_all_24132.3|2, i|NR_all_24132.3|2, j|NR_all_51111.1|1, k|NR_all_51111.1|1, l|NR_all_51111.1|1, m|NR_all_24132.3|2, n|NR_all_24132.3|2, o|NR_all_51111.1|1, p|NR_all_51111.1|1, q|NR_all_51111.1|1, r|NR_all_51111.1|1, s|NR_all_51111.1|1, t|NR_all_21736.7|1, u|NR_all_21736.7|1, v|NR_all_21736.7|1, w|NR_all_21736.7|1, x|NR_all_21736.7|1, y|NR_all_21736.7|1, z|NR_all_21736.7|1"
4OQU,"RNA3DB","A|NR_all_12869.1|1"
4OX9,"RNA3DB","A|NR_all_65795.80|1"
4P20,"RNA3DB","A|NR_all_71199.5|2, B|NR_all_71199.5|2"
4P3E,"RNA3DB","A|NR_all_37229.3|1"
4P3S,"RNA3DB","A|NR_all_71199.5|2, B|NR_all_71199.5|2"
4P3T,"RNA3DB","A|NR_all_31561.1|2, B|NR_all_31561.1|2"
4P3U,"RNA3DB","A|NR_all_07169.1|2, B|NR_all_07169.1|2, C|NR_all_26059.1|2, D|NR_all_26059.1|2"
4P43,"RNA3DB","A|NR_all_02378.1|2, B|NR_all_02378.1|2"
4P5J,"2020 RNA, RNA3DB","A|NR_all_02656.1|1"
4P6F,"RNA3DB","QA|NR_all_65795.80|1, QV|NR_all_35542.140|1, QW|NR_all_19951.88|1, RA|NR_all_97519.74|1, RB|NR_all_42622.74|1, XA|NR_all_65795.80|1, XV|NR_all_35542.140|1, XW|NR_all_19951.88|1, YA|NR_all_97519.74|1, YB|NR_all_42622.74|1"
4P70,"RNA3DB","QA|NR_all_65795.80|1, QV|NR_all_35542.140|1, RA|NR_all_97519.74|1, RB|NR_all_42622.74|1, XA|NR_all_65795.80|1, XV|NR_all_35542.140|1, YA|NR_all_97519.74|1, YB|NR_all_42622.74|1"
4P8Z,"RNA3DB","A|NR_all_86266.1|1"
4P95,"2020 RNA",""
4P97,"RNA3DB","A|NR_all_43274.1|2, B|NR_all_43274.1|2, C|NR_all_43274.1|2, D|NR_all_43274.1|2"
4P9R,"RNA Puzzles, RNA3DB","A|NR_all_57460.4|1"
4PCJ,"RNA3DB","A|NR_all_52610.1|1"
4PCO,"RNA3DB","A|NR_all_33558.1|2, B|NR_all_33558.1|2, C|NR_all_33558.1|2, D|NR_all_33558.1|2, E|NR_all_33558.1|1"
4PDB,"RNA3DB","I|NR_all_18718.1|1"
4PDQ,"RNA3DB","A|NR_all_35024.1|2, B|NR_all_35024.1|2"
4PEH,"RNA3DB","V|NR_all_40559.1|1, W|NR_all_40559.1|1, X|NR_all_40559.1|1, Y|NR_all_40559.1|1, Z|NR_all_06133.1|1"
4PEI,"RNA3DB","V|NR_all_81611.1|1, W|NR_all_81611.1|1, X|NR_all_81611.1|1, Y|NR_all_81611.1|1, Z|NR_all_81611.1|1"
4PHY,"RNA3DB","A|NR_all_02574.1|2, B|NR_all_02574.1|2"
4PJO,"RNA3DB","1|NR_all_72137.1|2, 2|NR_all_72137.1|2, 3|NR_all_72137.1|2, 4|NR_all_72137.1|2, X|NR_all_72137.1|2, Y|NR_all_72137.1|2, x|NR_all_72137.1|2, y|NR_all_72137.1|2"
4PKD,"RNA3DB","V|NR_all_24202.1|1"
4PLX,"2020 RNA, RNA3DB","A|NR_all_37008.1|1, B|NR_all_37008.1|1, C|NR_all_37008.1|1"
4PMI,"RNA3DB","A|NR_all_36990.1|1"
4PMW,"RNA3DB","C|NR_all_13685.1|1, D|NR_all_13685.1|1"
4PQU,"RNA3DB","E|NR_all_67439.2|1, T|NR_all_67439.2|1"
4PQV,"2020 RNA, RNA3DB","A|NR_all_72021.1|1"
4PR6,"RNA3DB","B|NR_all_09431.1|1"
4PRF,"RNA3DB","B|NR_all_73165.3|1"
4PUO,"RNA3DB","E|NR_all_67439.2|1, T|NR_all_67439.2|1"
4PUQ,"RNA3DB",""
4PWD,"RNA3DB","E|NR_all_73328.1|1, T|NR_all_73328.1|1"
4PY5,"RNA3DB","B|NR_all_33669.1|1"
4Q0B,"RNA3DB","E|NR_all_67179.1|1, T|NR_all_67179.1|1, e|NR_all_89275.1|1, t|NR_all_89275.1|1"
4Q5S,"RNA3DB","I|NR_all_65762.1|1"
4Q5V,"RNA3DB","B|NR_all_91665.5|1, F|NR_all_91665.5|1"
4Q9Q,"RNA3DB","R|NR_all_27557.2|1"
4Q9R,"RNA3DB","R|NR_all_27557.2|1"
4QCL,"RNA3DB","B|NR_all_91665.5|1"
4QEI,"RNA3DB","C|NR_all_19188.1|1"
4QG3,"RNA3DB","B|NR_all_73731.2|1"
4QI2,"RNA3DB","E|NR_all_19645.1|1, F|NR_all_19645.1|1, G|NR_all_19645.1|1, H|NR_all_19645.1|1"
4QIK,"RNA3DB","C|NR_all_13250.1|2, D|NR_all_13250.1|2"
4QIL,"RNA3DB","C|NR_all_61892.1|1, D|NR_all_61892.1|1"
4QJD,"RNA3DB","A|NR_all_07557.1|2, B|NR_all_07557.1|2, C|NR_all_07557.1|2, D|NR_all_07557.1|2, E|NR_all_07557.1|2, F|NR_all_07557.1|2, G|NR_all_07557.1|2, H|NR_all_07557.1|2"
4QJH,"RNA3DB","A|NR_all_16437.1|2, B|NR_all_16437.1|2, C|NR_all_16437.1|2, D|NR_all_16437.1|2, E|NR_all_16437.1|2, F|NR_all_16437.1|2"
4QK8,"RNA3DB","A|NR_all_94866.2|1"
4QK9,"RNA3DB","A|NR_all_91474.1|1"
4QKA,"RNA3DB","A|NR_all_94866.2|1"
4QLM,"RNA Puzzles, RNA3DB","A|NR_all_53735.1|1"
4QLN,"2020 RNA, RNA3DB","A|NR_all_53735.1|1"
4QM6,"RNA3DB","C|NR_all_75344.1|1, D|NR_all_75344.1|1"
4QOZ,"RNA3DB","A|NR_all_26321.3|1, D|NR_all_26321.3|1"
4QPX,"RNA3DB","P|NR_all_18913.1|2, T|NR_all_18913.1|2"
4QQB,"RNA3DB","C|NR_all_29353.1|1, P|NR_all_29353.1|1"
4QU6,"RNA3DB","B|NR_all_98920.1|1"
4QU7,"RNA3DB","U|NR_all_22602.1|1, V|NR_all_22602.1|1, X|NR_all_22602.1|1"
4QVC,"RNA3DB","G|NR_all_47084.1|1"
4QVD,"RNA3DB","H|NR_all_78430.1|1"
4QVI,"RNA3DB","B|NR_all_73731.2|1"
4QYZ,"RNA3DB","L|NR_all_29106.1|1"
4R0D,"RNA3DB","A|NR_all_18903.1|1"
4R3I,"RNA3DB","B|NR_all_37244.1|1"
4R4P,"RNA3DB","A|NR_all_33922.2|1"
4R4V,"2020 RNA, RNA Puzzles, RNA3DB","A|NR_all_33922.2|1"
4R8I,"RNA3DB",""
4RBQ,"RNA3DB","A|NR_all_59081.1|1"
4RBY,"RNA3DB","A|NR_all_50652.1|1"
4RBZ,"RNA3DB","A|NR_all_12687.1|1"
4RC0,"RNA3DB","A|NR_all_47141.1|1"
4RCJ,"RNA3DB","B|NR_all_80112.1|1"
4RCM,"RNA3DB",""
4RDX,"RNA3DB","C|NR_all_42401.1|1"
4RGE,"RNA3DB","A|NR_all_19502.2|1, B|NR_all_19502.2|1, C|NR_all_19502.2|1"
4RGF,"RNA3DB","A|NR_all_19502.2|1, B|NR_all_19502.2|1, C|NR_all_19502.2|1"
4RJ1,"RNA3DB","A|NR_all_12669.1|1, B|NR_all_12669.1|1"
4RKV,"RNA3DB","A|NR_all_12669.1|1, B|NR_all_12669.1|1"
4RMO,"RNA3DB","B|NR_all_48149.1|1, D|NR_all_48149.1|1, F|NR_all_48149.1|1, H|NR_all_48149.1|1, J|NR_all_48149.1|1, L|NR_all_48149.1|1, N|NR_all_48149.1|1, P|NR_all_48149.1|1"
4RNE,"RNA3DB","A|NR_all_12669.1|1, B|NR_all_12669.1|1, C|NR_all_12669.1|1, D|NR_all_12669.1|1, E|NR_all_12669.1|1, F|NR_all_12669.1|1, G|NR_all_12669.1|1, H|NR_all_12669.1|1"
4RQE,"RNA3DB","B|NR_all_90840.6|1, D|NR_all_90840.6|1"
4RQF,"RNA3DB","C|NR_all_90840.6|1"
4RUM,"2020 RNA, RNA3DB","A|NR_all_88154.1|1"
4RWN,"RNA3DB","B|NR_all_30317.1|2, C|NR_all_30317.1|2"
4RWO,"RNA3DB","B|NR_all_30317.1|2, C|NR_all_30317.1|2"
4RWP,"RNA3DB","B|NR_all_30317.1|2, C|NR_all_30317.1|2"
4RZD,"2020 RNA, RNA3DB","A|NR_all_63567.3|1"
4S20,"RNA3DB","N|NR_all_81784.2|1, P|NR_all_81784.2|1"
4S2X,"RNA3DB","B|NR_all_77810.2|1"
4S2Y,"RNA3DB","B|NR_all_77810.2|1"
4S3N,"RNA3DB","B|NR_all_30317.1|2, C|NR_all_30317.1|2"
4TNA,"RNA3DB","A|NR_all_83593.5|1"
4TRA,"RNA3DB","A|NR_all_83593.5|1"
4TS0,"RNA3DB","X|NR_all_80828.1|2, Y|NR_all_80828.1|2"
4TS2,"RNA3DB","X|NR_all_80828.1|2, Y|NR_all_80828.1|2"
4TU0,"RNA3DB","F|NR_all_63520.1|1, G|NR_all_63520.1|1"
4TUA,"RNA3DB","QA|NR_all_65795.80|1, QV|NR_all_35542.140|1, RA|NR_all_97519.74|1, RB|NR_all_42622.74|1, XA|NR_all_65795.80|1, XV|NR_all_35542.140|1, YA|NR_all_97519.74|1, YB|NR_all_42622.74|1"
4TUB,"RNA3DB","QA|NR_all_65795.80|1, QV|NR_all_35542.140|1, RA|NR_all_97519.74|1, RB|NR_all_42622.74|1, XA|NR_all_65795.80|1, XV|NR_all_35542.140|1, YA|NR_all_97519.74|1, YB|NR_all_42622.74|1"
4TUC,"RNA3DB","QA|NR_all_65795.80|1, QV|NR_all_35542.140|1, RA|NR_all_97519.74|1, RB|NR_all_42622.74|1, XA|NR_all_65795.80|1, XV|NR_all_35542.140|1, YA|NR_all_97519.74|1, YB|NR_all_42622.74|1"
4TUD,"RNA3DB","QA|NR_all_65795.80|1, QV|NR_all_35542.140|1, RA|NR_all_97519.74|1, RB|NR_all_42622.74|1, XA|NR_all_65795.80|1, XV|NR_all_35542.140|1, YA|NR_all_97519.74|1, YB|NR_all_42622.74|1"
4TUE,"RNA3DB","QA|NR_all_65795.80|1, QV|NR_all_72820.1|1, RA|NR_all_97519.74|1, RB|NR_all_42622.74|1, XA|NR_all_65795.80|1, XV|NR_all_72820.1|1, YA|NR_all_97519.74|1, YB|NR_all_42622.74|1"
4TUW,"RNA3DB","C|NR_all_52096.2|1, D|NR_all_52096.2|1"
4TUX,"RNA3DB","C|NR_all_52096.2|1, D|NR_all_52096.2|1"
4TV0,"RNA3DB","B|NR_all_52096.2|1"
4TVX,"RNA3DB","L|NR_all_70313.2|1, X|NR_all_70313.2|1"
4TYW,"RNA3DB","B|NR_all_45210.1|1"
4TYY,"RNA3DB","B|NR_all_21747.1|1"
4TZ0,"RNA3DB","B|NR_all_20784.1|1"
4TZ6,"RNA3DB","B|NR_all_75005.1|1"
4TZP,"RNA3DB","B|NR_all_51862.2|1, C|NR_all_26576.1|1, E|NR_all_51862.2|1, F|NR_all_26576.1|1"
4TZV,"RNA3DB","B|NR_all_51862.2|1, C|NR_all_26576.1|1"
4TZW,"RNA3DB","B|NR_all_51862.2|1, C|NR_all_26576.1|1"
4TZX,"2020 RNA, RNA3DB","X|NR_all_94683.1|1"
4TZY,"RNA3DB","X|NR_all_94683.1|1"
4TZZ,"RNA3DB","B|NR_all_51862.2|1, C|NR_all_26576.1|1, E|NR_all_51862.2|1, F|NR_all_26576.1|1, H|NR_all_51862.2|1, I|NR_all_26576.1|1, K|NR_all_51862.2|1, L|NR_all_26576.1|1"
4U1U,"RNA3DB","AA|NR_all_56726.132|1, BA|NR_all_83717.145|1, BB|NR_all_10157.143|1, CA|NR_all_56726.132|1, DA|NR_all_83717.145|1, DB|NR_all_10157.143|1"
4U1V,"RNA3DB","AA|NR_all_56726.132|1, BA|NR_all_83717.145|1, BB|NR_all_10157.143|1, CA|NR_all_56726.132|1, DA|NR_all_83717.145|1, DB|NR_all_10157.143|1"
4U20,"RNA3DB","AA|NR_all_56726.132|1, BA|NR_all_83717.145|1, BB|NR_all_10157.143|1, CA|NR_all_56726.132|1, DA|NR_all_83717.145|1, DB|NR_all_10157.143|1"
4U24,"RNA3DB","AA|NR_all_56726.132|1, BA|NR_all_83717.145|1, BB|NR_all_10157.143|1, CA|NR_all_56726.132|1, DA|NR_all_83717.145|1, DB|NR_all_10157.143|1"
4U25,"RNA3DB","AA|NR_all_56726.132|1, BA|NR_all_83717.145|1, BB|NR_all_10157.143|1, CA|NR_all_56726.132|1, DA|NR_all_83717.145|1, DB|NR_all_10157.143|1"
4U26,"RNA3DB","AA|NR_all_56726.132|1, BA|NR_all_83717.145|1, BB|NR_all_10157.143|1, CA|NR_all_56726.132|1, DA|NR_all_83717.145|1, DB|NR_all_10157.143|1"
4U27,"RNA3DB","AA|NR_all_56726.132|1, BA|NR_all_83717.145|1, BB|NR_all_10157.143|1, CA|NR_all_56726.132|1, DA|NR_all_83717.145|1, DB|NR_all_10157.143|1"
4U34,"RNA3DB","A|NR_all_50990.1|2, B|NR_all_50990.1|2"
4U35,"RNA3DB","A|NR_all_61167.1|2, B|NR_all_61167.1|2"
4U37,"RNA3DB","A|NR_all_54592.1|2, B|NR_all_54592.1|2"
4U38,"RNA3DB","A|NR_all_54592.1|2, B|NR_all_54592.1|2, C|NR_all_54592.1|2, D|NR_all_54592.1|2, E|NR_all_54592.1|2, F|NR_all_54592.1|2, G|NR_all_54592.1|2, H|NR_all_54592.1|2"
4U3L,"RNA3DB","A|NR_all_04974.3|2, B|NR_all_04974.3|2"
4U3M,"RNA3DB","1|NR_all_90506.74|2, 2|NR_all_03510.64|1, 3|NR_all_18586.69|1, 4|NR_all_90506.74|2, 5|NR_all_90506.74|2, 6|NR_all_03510.64|1, 7|NR_all_18586.69|1, 8|NR_all_90506.74|2"
4U3N,"RNA3DB","1|NR_all_90506.74|2, 2|NR_all_03510.64|1, 3|NR_all_18586.69|1, 4|NR_all_90506.74|2, 5|NR_all_90506.74|2, 6|NR_all_03510.64|1, 7|NR_all_18586.69|1, 8|NR_all_90506.74|2"
4U3O,"RNA3DB","A|NR_all_04974.3|2, B|NR_all_04974.3|2"
4U3P,"RNA3DB","A|NR_all_04974.3|2, B|NR_all_04974.3|2"
4U3R,"RNA3DB","A|NR_all_04974.3|2, B|NR_all_04974.3|2"
4U3U,"RNA3DB","1|NR_all_90506.74|2, 2|NR_all_03510.64|1, 3|NR_all_18586.69|1, 4|NR_all_90506.74|2, 5|NR_all_90506.74|2, 6|NR_all_03510.64|1, 7|NR_all_18586.69|1, 8|NR_all_90506.74|2"
4U47,"RNA3DB","A|NR_all_04974.3|2, B|NR_all_04974.3|2"
4U4N,"RNA3DB","1|NR_all_90506.74|2, 2|NR_all_03510.64|1, 3|NR_all_18586.69|1, 4|NR_all_90506.74|2, 5|NR_all_90506.74|2, 6|NR_all_03510.64|1, 7|NR_all_18586.69|1, 8|NR_all_90506.74|2"
4U4O,"RNA3DB","1|NR_all_90506.74|2, 2|NR_all_03510.64|1, 3|NR_all_18586.69|1, 4|NR_all_90506.74|2, 5|NR_all_90506.74|2, 6|NR_all_03510.64|1, 7|NR_all_18586.69|1, 8|NR_all_90506.74|2"
4U4Q,"RNA3DB","1|NR_all_90506.74|2, 2|NR_all_03510.64|1, 3|NR_all_18586.69|1, 4|NR_all_90506.74|2, 5|NR_all_90506.74|2, 6|NR_all_03510.64|1, 7|NR_all_18586.69|1, 8|NR_all_90506.74|2"
4U4R,"RNA3DB","1|NR_all_90506.74|2, 2|NR_all_03510.64|1, 3|NR_all_18586.69|1, 4|NR_all_90506.74|2, 5|NR_all_90506.74|2, 6|NR_all_03510.64|1, 7|NR_all_18586.69|1, 8|NR_all_90506.74|2"
4U4U,"RNA3DB","1|NR_all_90506.74|2, 2|NR_all_03510.64|1, 3|NR_all_18586.69|1, 4|NR_all_90506.74|2, 5|NR_all_90506.74|2, 6|NR_all_03510.64|1, 7|NR_all_18586.69|1, 8|NR_all_90506.74|2"
4U4Y,"RNA3DB","1|NR_all_90506.74|2, 2|NR_all_03510.64|1, 3|NR_all_18586.69|1, 4|NR_all_90506.74|2, 5|NR_all_90506.74|2, 6|NR_all_03510.64|1, 7|NR_all_18586.69|1, 8|NR_all_90506.74|2"
4U4Z,"RNA3DB","1|NR_all_90506.74|2, 2|NR_all_03510.64|1, 3|NR_all_18586.69|1, 4|NR_all_90506.74|2, 5|NR_all_90506.74|2, 6|NR_all_03510.64|1, 7|NR_all_18586.69|1, 8|NR_all_90506.74|2"
4U50,"RNA3DB","1|NR_all_90506.74|2, 2|NR_all_03510.64|1, 3|NR_all_18586.69|1, 4|NR_all_90506.74|2, 5|NR_all_90506.74|2, 6|NR_all_03510.64|1, 7|NR_all_18586.69|1, 8|NR_all_90506.74|2"
4U51,"RNA3DB","1|NR_all_90506.74|2, 2|NR_all_03510.64|1, 3|NR_all_18586.69|1, 4|NR_all_90506.74|2, 5|NR_all_90506.74|2, 6|NR_all_03510.64|1, 7|NR_all_18586.69|1, 8|NR_all_90506.74|2"
4U52,"RNA3DB","1|NR_all_90506.74|2, 2|NR_all_03510.64|1, 3|NR_all_18586.69|1, 4|NR_all_90506.74|2, 5|NR_all_90506.74|2, 6|NR_all_03510.64|1, 7|NR_all_18586.69|1, 8|NR_all_90506.74|2"
4U53,"RNA3DB","1|NR_all_90506.74|2, 2|NR_all_03510.64|1, 3|NR_all_18586.69|1, 4|NR_all_90506.74|2, 5|NR_all_90506.74|2, 6|NR_all_03510.64|1, 7|NR_all_18586.69|1, 8|NR_all_90506.74|2"
4U55,"RNA3DB","1|NR_all_90506.74|2, 2|NR_all_03510.64|1, 3|NR_all_18586.69|1, 4|NR_all_90506.74|2, 5|NR_all_90506.74|2, 6|NR_all_03510.64|1, 7|NR_all_18586.69|1, 8|NR_all_90506.74|2"
4U56,"RNA3DB","1|NR_all_90506.74|2, 2|NR_all_03510.64|1, 3|NR_all_18586.69|1, 4|NR_all_90506.74|2, 5|NR_all_90506.74|2, 6|NR_all_03510.64|1, 7|NR_all_18586.69|1, 8|NR_all_90506.74|2"
4U67,"RNA3DB","X|NR_all_88987.9|1, Y|NR_all_17405.9|1"
4U6F,"RNA3DB","1|NR_all_90506.74|2, 2|NR_all_03510.64|1, 3|NR_all_18586.69|1, 4|NR_all_90506.74|2, 5|NR_all_90506.74|2, 6|NR_all_03510.64|1, 7|NR_all_18586.69|1, 8|NR_all_90506.74|2"
4U6K,"RNA3DB","A|NR_all_68446.1|1, C|NR_all_68446.1|1"
4U6L,"RNA3DB","A|NR_all_68446.1|1"
4U6M,"RNA3DB","A|NR_all_68446.1|1"
4U78,"RNA3DB","A|NR_all_04974.3|2, B|NR_all_04974.3|2"
4U7U,"RNA3DB","L|NR_all_39792.1|1, X|NR_all_39792.1|1"
4U8T,"RNA3DB","O|NR_all_15756.1|1, P|NR_all_15756.1|1, Q|NR_all_15756.1|1, R|NR_all_15756.1|1, S|NR_all_15756.1|1, T|NR_all_15756.1|1"
4UDV,"RNA3DB","R|NR_all_36308.1|1"
4UE4,"RNA3DB","A|NR_all_21305.1|1"
4UE5,"RNA3DB","A|NR_all_34771.1|1"
4UER,"RNA3DB","A|NR_all_60605.1|1"
4UFT,"RNA3DB","R|NR_all_42156.1|1"
4UG0,"RNA3DB","L5|NR_all_65061.34|2, L7|NR_all_52752.30|1, L8|NR_all_65061.34|2, S2|NR_all_46995.44|1, S6|NR_all_83098.3|1"
4UJC,"RNA3DB","A2|NR_all_06650.37|2, A3|NR_all_06650.37|2, A4|NR_all_10255.37|1, AA|NR_all_22323.3|1, AC|NR_all_51281.1|1, C1|NR_all_21280.33|1"
4UJD,"RNA3DB","A2|NR_all_06650.37|2, A3|NR_all_06650.37|2, A4|NR_all_10255.37|1, BA|NR_all_22323.3|1, BC|NR_all_51281.1|1, C1|NR_all_21280.33|1"
4UJE,"RNA3DB","A2|NR_all_06650.37|2, A3|NR_all_06650.37|2, A4|NR_all_10255.37|1, AV|NR_all_22323.3|1, AW|NR_all_33313.1|1, B1|NR_all_21280.33|1"
4UN3,"RNA3DB","A|NR_all_80577.1|1"
4UN4,"RNA3DB","A|NR_all_80577.1|1"
4UN5,"RNA3DB","A|NR_all_80577.1|1"
4UY8,"RNA3DB","A|NR_all_83717.145|1, B|NR_all_10157.143|1, V|NR_all_56633.6|1"
4UYJ,"RNA3DB","R|NR_all_53105.1|1, S|NR_all_53105.1|1"
4UYK,"RNA3DB","R|NR_all_53105.1|1"
